date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:13	917767/917767	---M--	200	added ('OK')	image/png	etag:%22e0107-66ae5292-e293f55fee6c1429;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture2-1.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture2-1.png	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:13	2253/2253	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:11%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-spread-good-cheer%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed6b2d.json	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
14:07:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:12%20GMT	https://enfantcheri.edu.ph/?p=163	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index4034.html	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
14:07:14	2410/2410	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:12%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-spread-good-cheer%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed3f77	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
14:07:15	2716/2716	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:13%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/71	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/71.json	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:15	812/812	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/enrollment-2020-2021/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/enrollment-2020-2021/feed/index.html	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:15	2360/2360	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:13%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fenrollment-2020-2021%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed9a4c.json	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:15	530440/530440	---M--	200	added ('OK')	image/png	etag:%2281808-66ae5292-a2cfefaed063c42a;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture1.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture1.png	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
14:07:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:13%20GMT	https://enfantcheri.edu.ph/?p=71	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index6cf3.html	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:16	2555/2555	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:14%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fenrollment-2020-2021%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed3ccd	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:17	93881/93881	---M--	200	added ('OK')	image/jpeg	etag:%2216eb9-66ae5292-557c99169f4f66b9;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/banner-3.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/banner-3.jpg	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:17	225762/225762	---M--	200	added ('OK')	image/jpeg	etag:%22371e2-66ae5292-5598bb0395d81d6;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-SCHOOL-AD-878x1024.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-SCHOOL-AD-878x1024.jpg	(from https://enfantcheri.edu.ph/enrollment-2020-2021/)
14:07:17	2339/2339	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:15%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/68	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/68.json	(from https://enfantcheri.edu.ph/covid-updates-2/)
14:07:17	795/795	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/covid-updates-2/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/covid-updates-2/feed/index.html	(from https://enfantcheri.edu.ph/covid-updates-2/)
14:07:18	2192/2192	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:16%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcovid-updates-2%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed1fd6.json	(from https://enfantcheri.edu.ph/covid-updates-2/)
14:07:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:16%20GMT	https://enfantcheri.edu.ph/?p=68	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index7ef4.html	(from https://enfantcheri.edu.ph/covid-updates-2/)
14:07:18	2349/2349	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:16%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcovid-updates-2%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedabe3	(from https://enfantcheri.edu.ph/covid-updates-2/)
14:07:19	599/599	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:17%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/categories/6	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/categories/6.json	(from https://enfantcheri.edu.ph/category/news/)
14:07:19	22270/22270	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/category/news/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/news/feed/index.html	(from https://enfantcheri.edu.ph/category/news/)
14:07:20	30405/30405	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:07:17%20GMT	https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/csg-officers-take-oath-of-office/index.html	(from https://enfantcheri.edu.ph/category/news/)
14:07:20	28204/28204	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:07:17%20GMT	https://enfantcheri.edu.ph/enfant-cheri-learning-centre/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/enfant-cheri-learning-centre/index.html	(from https://enfantcheri.edu.ph/category/news/)
14:07:20	5223/5223	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:18%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/179	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/179.json	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:20	849/849	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/csg-officers-take-oath-of-office/feed/index.html	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:20	2286/2286	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:18%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcsg-officers-take-oath-of-office%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed2194.json	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:19%20GMT	https://enfantcheri.edu.ph/?p=179	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/indexccf8.html	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:21	2443/2443	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:19%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcsg-officers-take-oath-of-office%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed6fd3	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:22	30052/30052	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:07:19%20GMT	https://enfantcheri.edu.ph/category/uncategorized/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/uncategorized/index.html	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:22	3362/3362	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:20%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/30	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/30.json	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:23	772814/772814	---M--	200	added ('OK')	image/png	etag:%22bcace-66ae5292-d4e1ec4120db3fe7;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture5.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture5.png	(from https://enfantcheri.edu.ph/csg-officers-take-oath-of-office/)
14:07:23	825/825	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/enfant-cheri-learning-centre/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/enfant-cheri-learning-centre/feed/index.html	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:23	2230/2230	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:21%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fenfant-cheri-learning-centre%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedb586.json	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:21%20GMT	https://enfantcheri.edu.ph/?p=30	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index5643.html	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:23	2387/2387	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:21%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fenfant-cheri-learning-centre%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed58ae	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:24	626/626	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:22%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/categories/1	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/categories/1.json	(from https://enfantcheri.edu.ph/category/uncategorized/)
14:07:24	30108/30108	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:07:22%20GMT	https://enfantcheri.edu.ph/category/home-page-section/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/home-page-section/index.html	(from https://enfantcheri.edu.ph/enfant-cheri-learning-centre/)
14:07:24	5388/5388	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/category/uncategorized/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/uncategorized/feed/index.html	(from https://enfantcheri.edu.ph/category/uncategorized/)
14:07:24	638/638	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:22%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/categories/4	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/categories/4.json	(from https://enfantcheri.edu.ph/category/home-page-section/)
14:07:25	3661/3661	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/category/home-page-section/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/home-page-section/feed/index.html	(from https://enfantcheri.edu.ph/category/home-page-section/)
